Code Classe;Code Groupe;Code Division;Code Sous-section;Code Section;Section;Sous-section;Division;Groupe;Classe
91.03Z;91.03;91;91;R;Arts, spectacles et activités récréatives;Bibliothèques, archives, musées et autres activités culturelles;Bibliothèques, archives, musées et autres activités culturelles;Gestion des sites et monuments historiques et des attractions touristiques similaires;Gestion des sites et monuments historiques et des attractions touristiques similaires
91.04Z;91.04;91;91;R;Arts, spectacles et activités récréatives;Bibliothèques, archives, musées et autres activités culturelles;Bibliothèques, archives, musées et autres activités culturelles;Gestion des jardins botaniques et zoologiques et des réserves naturelles;Gestion des jardins botaniques et zoologiques et des réserves naturelles
92.00Z;92.00;92;92;R;Arts, spectacles et activités récréatives;Organisation de jeux de hasard et d'argent;Organisation de jeux de hasard et d'argent;Organisation de jeux de hasard et d'argent;Organisation de jeux de hasard et d'argent
93.11Z;93.11;93.1;93;R;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Gestion d'installations sportives;Gestion d'installations sportives
93.12Z;93.12;93.1;93;R;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports
93.13Z;93.13;93.1;93;R;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités des centres de culture physique;Activités des centres de culture physique
93.19Z;93.19;93.1;93;R;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Autres activités liées au sport;Autres activités liées au sport
93.21Z;93.21;93.2;93;R;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités récréatives et de loisirs;Activités des parcs d'attractions et parcs à thèmes;Activités des parcs d'attractions et parcs à thèmes
93.29Z;93.29;93.2;93;R;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités récréatives et de loisirs;Autres activités récréatives et de loisirs;Autres activités récréatives et de loisirs
94.11Z;94.11;94.1;94;S;Autres activités de services;Activités des organisations associatives;Activités des organisations économiques, patronales et professionnelles;Activités des organisations patronales et consulaires;Activités des organisations patronales et consulaires
94.12Z;94.12;94.1;94;S;Autres activités de services;Activités des organisations associatives;Activités des organisations économiques, patronales et professionnelles;Activités des organisations professionnelles;Activités des organisations professionnelles
94.20Z;94.20;94.2;94;S;Autres activités de services;Activités des organisations associatives;Activités des syndicats de salariés;Activités des syndicats de salariés;Activités des syndicats de salariés
94.91Z;94.91;94.9;94;S;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations religieuses;Activités des organisations religieuses
94.92Z;94.92;94.9;94;S;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations politiques;Activités des organisations politiques
94.99Z;94.99;94.9;94;S;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire
95.11Z;95.11;95.1;95;S;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation d'ordinateurs et d'équipements de communication;Réparation d'ordinateurs et d'équipements périphériques;Réparation d'ordinateurs et d'équipements périphériques
95.12Z;95.12;95.1;95;S;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation d'ordinateurs et d'équipements de communication;Réparation d'équipements de communication;Réparation d'équipements de communication
95.21Z;95.21;95.2;95;S;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation de biens personnels et domestiques;Réparation de produits électroniques grand public;Réparation de produits électroniques grand public
95.22Z;95.22;95.2;95;S;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation de biens personnels et domestiques;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
95.23Z;95.23;95.2;95;S;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation de biens personnels et domestiques;Réparation de chaussures et d'articles en cuir;Réparation de chaussures et d'articles en cuir
95.24Z;95.24;95.2;95;S;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation de biens personnels et domestiques;Réparation de meubles et d'équipements du foyer;Réparation de meubles et d'équipements du foyer
95.25Z;95.25;95.2;95;S;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation de biens personnels et domestiques;Réparation d'articles d'horlogerie et de bijouterie;Réparation d'articles d'horlogerie et de bijouterie
95.29Z;95.29;95.2;95;S;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation de biens personnels et domestiques;Réparation d'autres biens personnels et domestiques;Réparation d'autres biens personnels et domestiques
96.01A;96.01;96;96;S;Autres activités de services;Autres services personnels;Autres services personnels;Blanchisserie-teinturerie;Blanchisserie-teinturerie de gros
96.01B;96.01;96;96;S;Autres activités de services;Autres services personnels;Autres services personnels;Blanchisserie-teinturerie;Blanchisserie-teinturerie de détail
96.02A;96.02;96;96;S;Autres activités de services;Autres services personnels;Autres services personnels;Coiffure et soins de beauté;Coiffure
96.02B;96.02;96;96;S;Autres activités de services;Autres services personnels;Autres services personnels;Coiffure et soins de beauté;Soins de beauté
96.03Z;96.03;96;96;S;Autres activités de services;Autres services personnels;Autres services personnels;Services funéraires;Services funéraires
96.04Z;96.04;96;96;S;Autres activités de services;Autres services personnels;Autres services personnels;Entretien corporel;Entretien corporel
96.09Z;96.09;96;96;S;Autres activités de services;Autres services personnels;Autres services personnels;Autres services personnels n.c.a.;Autres services personnels n.c.a.
97.00Z;97.00;97;97;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";Activités des ménages en tant qu'employeurs de personnel domestique;Activités des ménages en tant qu'employeurs de personnel domestique;Activités des ménages en tant qu'employeurs de personnel domestique;Activités des ménages en tant qu'employeurs de personnel domestique
98.10Z;98.10;98.1;98;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
98.20Z;98.20;98.2;98;T;"Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
99.00Z;99.00;99;99;U;Activités extra-territoriales;Activités des organisations et organismes extraterritoriaux;Activités des organisations et organismes extraterritoriaux;Activités des organisations et organismes extraterritoriaux;Activités des organisations et organismes extraterritoriaux
